"Alhassan, S., et al. (2006). ""Blood lipid responses to plant stanol ester supplementation and aerobic exercise training."" Metabolism-Clinical and Experimental 55(4): 541-549."	2	"The purpose of this study was to determine the independent and combined effects of plant stanol ester (PSE) margarine and aerobic exercise on blood lipid concentrations and related intravascular enzymes in 26 healthy sedentary, middle-aged men and postmenopausal women (age, 53 +/- 8 years; body mass index, 27 +/- 1.0, % fat, 28.5 +/- 2). In a stratified double-blind manner, participants were randomly assigned to either a PSE (n = 17) or a placebo (CON, n = 9) margarine group. Participants supplemented their daily diets with 42 g of margarine spread (PSE = 3 g; CON, PSE = 0 g, of approximately equal energy content) for 9 weeks. During the last 4 weeks of margarine supplementation (MS), participants expended 400 kcal on a treadmill 5 d/wk at 65% of <(V)over dot > O-2 reserve (2000 kcal/wk). Fasting blood samples were obtained before initiating and after 4 weeks of MS and after exercise training. All blood samples were analyzed for total cholesterol, low-density lipoprotein cholesterol, triglyceride, high-density lipoprotein cholesterol (HDL-C), hepatic lipase, lipoprotein lipase, and cholesterol ester transfer protein activities. Total cholesterol (-10%), low-density lipoprotein cholesterol (-13%). and triglyceride (-18%) concentrations decreased after 4 weeks of MS in the PSE group, but not in the CON group (P < .05 for all). Four weeks of aerobic exercise increased HDL-C by 21% in the CON group (P < .05) and by 4% in the PSE group (P > .05). Total cholesterol-HDL-C ratio decreased significantly (P < .05) in the PSE group, but not in the CON group. No other significant alterations were observed with either PSE or exercise. Our findings suggest that PSE is effective in reducing blood cholesterol concentrations and that exercise can increase HDL-C in middle-aged men and postmenopausal Women. Our findings also suggest that PSE supplementation may attenuate the exercise-induced increase in HDL-C. (c) 2006 Elsevier Inc. All rights reserved."
"Ali, L. H., et al. (1997). ""Comparison of capillary column gas chromatographic and AOAC gravimetric procedures for total fat and distribution of fatty acids in foods."" Food Chemistry 58(1-2): 149-160."	0	"There is increasing interest in the fatty acid composition, including levels of trans fatty acids, of foods. The trans fatty acid content of American diets is increasingly studied because of reported adverse effects of trans fatty acids on risk of coronary heart disease. In this study, total fat content and fatty acid composition of 43 food products were determined after acid hydrolysis by gas chromatography using an SP-2560 flexible fused silica capillary column. Total fat content determined by the gas chromatographic method was compared with fat content determined by AOAC gravimetric method 922.06 for all food products. Total fat, saturated fat and unsaturated fat content of the foods determined by the gas chromatographic method ranged from 0.9 to 96.7, 0.2 to 16.8 and 0.5 to 89.3%, respectively. Trans fatty acids hexadecenoate (t-16:1), elaidic (t-18:1), and octadecadienoate (t,t-18:2) were identified by comparison of their retention times with those of known standards and quantitated. These fatty acids were present in foods at levels of 0.25 to 1.50 (t-16:1), 0.87 to 268.32 (t-18:1), and 0.23 to 7.92 (t,t-18:2) mg/g. Published by Elsevier Science Ltd"
"Allison, D. B., et al. (1999). ""Estimated intakes of trans fatty and other fatty acids in the US population."" Journal of the American Dietetic Association 99(2): 166-174."	0	"Objective To estimate mean level of trans fatty acid intakes using a representative sample of the US population. Design The study used food intake data from the 1989-1991 Continuing Survey of Food Intakes by Individuals (CSFII) and the trans fatty acid contents of specific foods calculated from a database compiled by the US Department of Agriculture (USDA) to estimate the mean level and deciles of tracts fatty acid intake of the representative US population. Subjects/setting Trans fatty acid intakes were estimated for each subject (N = 11,258) in the CSFII data who completed both a 24-hour recall and a 2-day food record. Statistical analyses performed Weights developed by USDA for the survey were used for all data analyses. The Technical Assessment Systems (TAS) International Diet Research System (TAS-DIET), software developed by TAS, was used to derive weighted estimates of the mean and percentiles of the intake distribution. PC CARP, software designed by Iowa State University, was used to estimate standard errors. Results Mean percentage of energy ingested as trans fatty acids was 2.6% and the mean percentage of total fat ingested as traits fatty acids was 7.4%. Across all age and gender groups examined, estimates ranged from 2.6% to 2.8% and 7.1% to 7.9%, respectively. Applications/conclusions Dietetics practitioners can use the representative data of this study to help clients achieve desired changes in consumption levels of trans fatty acids."
"Allman-Farinelli, M. A., et al. (2005). ""A diet rich in high-oleic-acid sunflower oil favorably alters low-density lipoprotein cholesterol, triglycerides, and factor VII coagulant activity."" Journal of the American Dietetic Association 105(7): 1071-1079."	0	"Objective To compare concentrations of factor VII coagulant activity (factor VIIc), fibrinogen, plasminogen activator inhibitor-1, and blood lipids on a saturated fat-rich diet with one rich in monounsaturated fat. Design Subjects were randomly allocated to two groups. The study design was an ABB/BAA extra-period crossover. One group consumed a diet rich in saturated fatty acid (SFA) with fat making up 20.8% of total energy, for 5 weeks and then one rich in monounsaturated fatty acid (MUFA), with fat making up 20.3% of total energy for 10 weeks. The other group consumed the MUFA diet for 5 weeks followed by the SFA diet for 10 weeks. Subjects/setting Men and women aged 35 to 69 years who were nonsmokers with no chronic illness and not on any medication were recruited to participate. Eighteen subjects were recruited and 15 (5 men, 10 women) completed the community-based study. Intervention Blood was sampled at the beginning and end point of each 5-week diet period for analysis of coagulation and fibrinolysis factors and blood lipids. Subjects kept 3-day food diaries twice during each of the three diet periods and were weighed on each visit for blood collection. Analysis of plasma fatty acids was used to indicate dietary compliance. Main outcome measures Differences in fasting factor VIIc, fibrinogen, plasminogen activator inhibitor-1, insulin, low-density lipoprotein cholesterol, high-density lipoprotein cholesterol, triglycerides, apolipoproteins A-1 and B, and plasma oleic acid levels while receiving the SFA diet vs MUFA diet. Statistical analysis A general linear model allowing for the ABB/BAA extra-period crossover, was used for each of the outcome measures. Results Factor VIIc was lower on the MUFA diet (P < .05) but fibrinogen and insulin concentrations and plasminogen activator inhibitor-1 activity did not differ between diets. Low-density lipoprotein cholesterol (P < .001) and triglyceride (P < .01) levels were lower on the MUFA diet compared with the SFA diet. A significant increase in both plasma phospholipid and neutral lipid oleic acid (P < .0001) occurred on the MUFA diet. Conclusions Substitution of foods rich in saturated fat with foods rich in high-oleic-acid sunflower oil and margarine has favorable outcomes on blood lipids and factor VIIc. This oil presents another useful source of MUFA for diets aimed at prevention of heart disease."
"Almendingen, K., et al. (1995). ""EFFECTS OF PARTIALLY HYDROGENATED FISH-OIL, PARTIALLY HYDROGENATED SOYBEAN OIL, AND BUTTER ON SERUM-LIPOPROTEINS AND LP A IN MEN."" Journal of Lipid Research 36(6): 1370-1384."	0	"We have compared the effects of partially hydrogenated fish oil (PHFO-diet), partially hydrogenated soybean oil (PHSO-diet), and butterfat (butter-diet) on serum lipids and lipoprotein[a] in 31 young men. The three test margarines, which contributed 78% of total fat in the diets, were produced from 70% of butterfat, PHSO, or PHFO, each with 30% of soybean oil. Fat provided about 35% of energy, and trans fatty acids 0.9%, 8.5%, and 8.0% of energy in the butter-, the PHSO-, and the PHFO-diet, respectively. Dietary cholesterol was balanced by the addition of dried egg powder to the PHSO-and the butter-diet; thus all diets contained 420 mg dietary cholesterol per 10 MJ per day. The subjects consumed all three test diets for 19-21 days in a random order (crossover design). The serum levels of total and LDL-cholesterol were significantly elevated on the PHFO-diet (mean values 5.42 and 3.94 mmol/L, respectively) compared to the PHSO-diet (5.11 and 3.58 mmol/L, respectively) but not different from those on the butter-diet (5.32 and 3.81 mmol/L, respectively). LDL-cholesterol was significantly reduced on the PHSO-diet compared to the butter-diet. The level of HDL-cholesterol was significantly lower on the PHFO-diet (0.98 mmol/L) when compared to the butter-diet (1.05 mmol/L) and with border-line significance compared to the PHSO-diet (1.05 mmol/L). The ratio of LDL- to HDL-cholesterol was significantly higher on the PHFO-diet (4.20) when compared to both other test diets (3.85 and 3.65, respectively). No significant differences in triglyceride values were observed. Lp[a] increased and apoA-I decreased significantly after consumption of both the PHSO-diet and the PHFO-diet, compared to the butter-diet. In conclusion, our results indicate that consumption of PHFO may unfavorably affect lipid risk indicators for coronary heart disease at least to the same extent as butterfat. To what extent the observed effects are due to the content of monoene trans, diene trans, or to the long chain saturated fatty acids in PHFO remains to be elucidated."
"Almendingen, K., et al. (1996). ""Effects of partially hydrogenated fish oil, partially hydrogenated soybean oil, and butter on hemostatic variables in men."" Arteriosclerosis Thrombosis and Vascular Biology 16(3): 375-380."	2	"We have compared the effects of partially hydrogenated fish oil (PHFO diet), partially hydrogenated soybean oil (PHSO diet), and butterfat (butter diet) on fibrinolytic and coagulation variables in 31 young men. The three test margarines, which contributed 78% of total fat in the diets, contained 70% butterfat, PHSO, or PHFO, each with 30% of soybean oil. Far provided approximate to 35% of energy, and the content of trans-fatty acids was 0.9%, 8.5%, and 8.0% of energy in the butter diet, PHSO diet, and PHFO diet, respectively. All diets contained 420 mg cholesterol per 10 megajoules per day. All subjects consumed all three test diets for 3 weeks, in a random order (crossover design). The PHSO diet resulted in higher levels of plasminogen activator inhibitor type 1 antigen and plasminogen activator inhibitor type 1 activity than the two other test diets. Fibrinogen increased on the butter diet compared with the PHFO diet. No significant differences in the levels of factor VII, fibrinopeptide A, D-dimer, tissue plasminogen activator or beta-thromboglobulin were observed between the three test diets. The PHFO and the PHSO diets have previously been shown to result in higher levels of Lp(a) compared with the butter diet. The present findings indicate that PHSO has unfavorable antifibrinolytic effects relative to PHFO and butter and that butter may be procoagulant relative to PHFO. More controlled dietary studies are needed to assess definitely the impact of different hydrogenated Eats on risk of coronary heart disease."
"Amundsen, A. L., et al. (2002). ""Plant sterol ester-enriched spread lowers plasma total and LDL cholesterol in children with familial hypercholesterolemia."" American Journal of Clinical Nutrition 76(2): 338-344."	1	"Background: Naturally occurring plant sterol esters (SEs) favorably affect serum cholesterol concentrations in humans and could aid in the treatment of children with familial hypercholesterolemia (FH). Objective: We studied the effect of SE-enriched spread on serum lipids, lipoproteins, carotenoids, fat-soluble vitamins, and physiologic variables in children with FH aged 7-12 y. Design: In a randomized, double-blind crossover study comprising two 8-wk interventions, 38 children with FH consumed 18.2 +/- 1.5 g SE spread/d, corresponding to 1.60 +/- 0.13 g SEs, or a control spread. Blood samples were analyzed at the start and end of each diet period. Results: Plasma LDL-cholesterol concentrations decreased by 10.2% (P = 0.003) during the SE period compared with the control period. Total cholesterol and apolipoprotein B concentrations were reduced by 7.4% (P = 0.007 and P = 0.020, respectively) during the SE period. No changes were observed in HDL cholesterol, triacylglycerol, or apolipoprotein A-I. Serum concentration of lipid-adjusted lycopene decreased by 8.1 % (P = 0.015) in the SE period, with no changes in the other carotenoids. Lipid-adjusted retinol and a-tocopherol concentrations increased by 15.6% (P < 0.001) and 7.1 % (P = 0.027), respectively. There was an increase (16.8%, P = 0.04) in alanine transaminase in the SE period, but this was explained by a significantly lower starting concentration in the SE period than in the control period. The children consumed a recommended American Heart Association Step I diet during both intervention periods. Conclusion: A daily intake of 1.6 g SEs induces an additional reduction in LDL-cholesterol concentrations in children with FH consuming a recommended diet."
"Anadon, A., et al. (2011). ""A 4-Week Repeated Oral Dose Toxicity Study of Dairy Fat Naturally Enriched in Vaccenic, Rumenic and alpha-Linolenic Acids in Rats."" Journal of Agricultural and Food Chemistry 59(14): 8036-8046."	2	"Few studies have focused on the toxicological risks of dairy fat intake. A standard dairy fat (SDF) with a 70% SPA content and a naturally enriched dairy fat (EDF) in vaccenic, rumenic and a-linolenic acids and low in SPA (54%) have been examined in a 4-week repeated dose oral toxicity study as a daily dose of 2000 mg/kg bw by gavage in rats. Comparisons were established with a third group of rats (control) which did not receive fat administration. Both fats were well tolerated, and no adverse events or mortality were observed during the treatment nor after a 2-week observation period. EDF and SDF did not cause significant differences with respect to a control group in body weight gain, food consumption, clinical observations, organ weight ratios, histopathological findings and most of the hematological and biochemical parameters including total cholesterol and cholesterol fractions in plasma. In rats treated with SDF, a significant increase of triglycerides was observed as compared to the control group. By contrast, in rats treated with EDF, a significant decrease in triglycerides was detected. EDF orally administered to rats was safe, and no treatment-related toxicity was detected. The results also suggest that EDF could protect against the increase of triglyceride concentrations in plasma."
"Anderson, A. K., et al. (2010). ""Dietary trans fatty acid intake and maternal and infant adiposity."" European Journal of Clinical Nutrition 64(11): 1308-1315."	0	"Background/Objectives: The fatty acid composition in maternal diet and in breastmilk during lactation may be a factor in the development of childhood overweight later in life. To investigate the association between trans fatty acid and adiposity, 96 mother-infant pairs (exclusive breastfed; mixed fed; and formula fed) at 3 months postpartum were interviewed; body composition was measured onsite using the BOD POD and PEA POD for mothers and infants, respectively. Subjects/Methods: This was a cross-sectional study. Participants were recruited via convenience sampling from Athens-Clarke and surrounding counties of the state of Georgia. Data were analyzed using chi(2), analysis of variance and regression. Results: There were no significant differences in maternal percent body fat by feeding group (32.70, 33.70, and 35.73%, for exclusive, mixed and formula feeding, respectively). Exclusively breastfed infants had higher percent body fat (24.87%) compared with their mixed-fed counterparts (22.15%) but not formula-fed infants (23.93). Mothers who consumed at least 4.5 g of trans fatty acids/day were 5.8 times more likely to have body fat >= 30% than those consuming less (odds ratio = 5.81; 95% confidence interval (CI), 1.05, 32.32), and their infants were over two times more likely (odds ratio = 2.13; 95% CI, 0.75, 6.01) to have body fat >= 24%. Conclusions: Trans fatty acid content of the maternal diet may be associated with both maternal and infant body composition in the early postpartum period. More research is warranted regarding maternal dietary and breastmilk fatty acid composition and their effects on maternal and infant body composition and the development of childhood overweight later in life. European Journal of Clinical Nutrition (2010) 64, 1308-1315; doi: 10.1038/ejcn.2010.166; published online 8 September 2010"
"Anderson, A. K., et al. (2011). ""Negative effect of industrial produced trans fatty acid (elaidic acid) on pregnancy outcome and early postpartum life."" Agro Food Industry Hi-Tech 22(5): 10-12."	0	"This paper examines the effect of maternal intake of industrially produced trans fatty acid (elaidic acid) on the health of the fetus, pregnancy outcome, and risk of adiposity in early postpartum period. The evidence suggests that mothers who consume higher trans fatty acids during pregnancy may have an increased risk for negative pregnancy outcomes, such as small-for-gestational age, low birth weight and preterm delivery. In addition, breastfed infants of mothers with high trans fatty acid intake may have greater adiposity in the early postpartum period and have increased concentration of inflammatory markers, such as C-Reactive Protein, in their plasma, which may contribute to increased risk of obesity and cardiovascular disease later in life. A reduction in industrially produced trans fatty acid (elaidic acid) consumption by pregnant and nursing mothers may lead to improved pregnancy and infant health outcomes."
"Ando, A., et al. (2009). ""Selective production of cis-9,trans-11 isomer of conjugated linoleic acid from trans-vaccenic acid methyl ester by Delacroixia coronata."" Journal of Applied Microbiology 106(5): 1697-1704."	0	"Bio-process development for isomer selective and efficient production of cis-9,trans-11-octadecadienoic acid (CLA) from trans-vaccenic acid (t-VA, trans-11-octadecenoic acid) through microbial fatty acid Delta 9-desaturation reaction. A total of 550 strains of fungi and yeasts were screened for CLA production from t-VA through Delta 9 desaturation. Delacroixia coronata IFO 8586 was selected as a potent producer of CLA from t-VA. Efficient CLA production was observed during cultivation in medium supplemented with the methyl ester of t-VA (t-VAME). Under the optimal conditions with 33.3 mg ml(-1) of t-VAME as substrate, 10.5 mg ml(-1) CLA was produced by D. coronata IFO 8586 after 7 days of cultivation in the medium containing dextrin (5.0%), tryptone (2.0%) and thiourea (0.83 mu mol ml(-1)). The strain produced the cis-9,trans-11 isomer of CLA selectively (98% of total CLA), with a small amount of the trans-9,trans-11 isomer (2% of total CLA), mainly in the form of triacylglycerols (69% of total CLA). A practical bio-process for selective production of cis-9,trans-11 isomer of CLA using filamentous fungus D. coronata IFO 8586 was successfully established. Isomer selective bio-process for the practical production of cis-9,trans-11-CLA was first established. The process is benefitable for expanding the application of CLA for medicinal and nutraceutical purposes."
"Andrushko, N., et al. (2010). ""Highly Stereoselective Hydrogenations-As Key-Steps in the Total Synthesis of Statins."" Chirality 22(5): 534-541."	0	"Statins are inhibitors of 3-hydroxy-3-methyl-glutaryl coenzyme A reductase (HMG-CoA reductase) and became the standard of care for treatment of hypercholesterolemia because of their efficacy, safety, and long-term benefits. They are administered as diastereo- and enantiomerically pure compounds. We summarize here two new approaches for the total synthesis of the most important representatives, atorvastatin, and rosuvastatin, based on highly stereoselective hydrogenations as key-steps. Chirality 22:534-541,2010. (C) 2009 Wiley-Liss, Inc."
"Angelieri, C. T., et al. (2012). ""Trans fatty acid intake is associated with insulin sensitivity but independently of inflammation."" Brazilian Journal of Medical and Biological Research 45(7): 625-631."	1	"High saturated and trans fatty acid intake, the typical dietary pattern of Western populations, favors a proinflammatory status that contributes to generating insulin resistance (IR). We examined whether the consumption of these fatty acids was associated with IR and inflammatory markers. In this cross-sectional study, 127 non-diabetic individuals were allocated to a group without IR and 56 to another with IR, defined as homeostasis model assessment-IR (HOMA-IR) >2.71. Diet was assessed using 24-h food recalls. Multiple linear regression was employed to test independent associations with HOMA-IR. The IR group presented worse anthropometric, biochemical and inflammatory profiles. Energy intake was correlated with abdominal circumference and inversely with adiponectin concentrations (r = -0.227, P = 0.002), while saturated fat intake correlated with inflammatory markers and trans fat with HOMA-IR (r = 0.160, P = 0.030). Abdominal circumference was associated with HOMA-IR (r = 0.430, P < 0.001). In multiple analysis, HOMA-IR remained associated with trans fat intake (beta = 1.416, P = 0.039) and body mass index (beta = 0.390, P < 0.001), and was also inversely associated with adiponectin (beta = -1.637, P = 0.004). Inclusion of other nutrients (saturated fat and added sugar) or other inflammatory markers (IL-6 and CRP) into the models did not modify these associations. Our study supports that trans fat intake impairs insulin sensitivity. The hypothesis that its effect could depend on transcription factors, resulting in expression of proinflammatory genes, was not corroborated. We speculate that trans fat interferes predominantly with insulin signaling via intracellular kinases, which alter insulin receptor substrates."
